Id;Pregunta;Tema;Dificultad;Tipo;A;B;C;D;Correcta
522;Ecuacion 2x+3=11, x?;Anàlisi de Dades en Astrofísica;Dificil;Calculo;3;5;4;6;C
523;Raiz cuadrada de 144?;Anàlisi de Dades en Astrofísica;Dificil;Calculo;10;12;11;14;B
524;¿Cuántas magnitudes de diferencia = factor 100 en flujo?;Anàlisi de Dades en Astrofísica;Dificil;Calculo;100;2;5;10;C
525;¿Cuántas magnitudes de diferencia = factor 100 en flujo?;Anàlisi de Dades en Astrofísica;Dificil;Calculo;2;100;10;5;D
526;¿Qué es un modelo predictivo?;Aprenentatge Computacional;Facil;Teoria;Modelo discriminativo;Modelo que predice salida a partir de entrada;Modelo generativo;Modelo descriptivo;B
527;¿Cómo se define un feature?;Aprenentatge Computacional;Facil;Teoria;Label;Variable de entrada para el modelo;Predicción;Target;B
528;¿Qué es la regularización?;Aprenentatge Computacional;Facil;Teoria;Penalizar complejidad para evitar overfitting;Estandarización;Validación;Normalización;A
529;¿Qué es la regularización?;Aprenentatge Computacional;Facil;Teoria;Penalizar complejidad para evitar overfitting;Normalización;Validación;Estandarización;A
530;¿Qué es el overfitting?;Aprenentatge Computacional;Facil;Teoria;Bias alto;Varianza baja;Modelo memoriza entrenamiento y generaliza mal;Underfitting;C
531;¿Qué es la regularización?;Aprenentatge Computacional;Facil;Teoria;Normalización;Estandarización;Penalizar complejidad para evitar overfitting;Validación;C
532;¿Qué es el overfitting?;Aprenentatge Computacional;Facil;Teoria;Modelo memoriza entrenamiento y generaliza mal;Underfitting;Varianza baja;Bias alto;A
533;¿Qué es la regularización?;Aprenentatge Computacional;Facil;Teoria;Validación;Normalización;Estandarización;Penalizar complejidad para evitar overfitting;D
534;¿Qué es la datación relativa?;Aprenentatge Computacional;Facil;Teoria;Radiométrica;Isotópica;Ordenar eventos sin fechas numéricas;Absoluta;C
535;¿Qué es el modelo de Cournot?;Aprenentatge Computacional;Facil;Teoria;Bertrand;Monopolio;Duopolio donde firma elige cantidad;Stackelberg;C
536;¿Qué es el overfitting?;Aprenentatge Computacional;Facil;Teoria;Underfitting;Modelo memoriza entrenamiento y generaliza mal;Varianza baja;Bias alto;B
537;¿Qué es el early stopping?;Aprenentatge Computacional;Facil;Teoria;Batch norm;Parar entrenamiento cuando valida empeora;Regularización;Dropout;B
538;¿Cómo se define el overfitting?;Aprenentatge Computacional;Media;Teoria;Varianza baja;Modelo memoriza entrenamiento y generaliza mal;Underfitting;Bias alto;B
539;¿Qué es el conjunto de prueba?;Aprenentatge Computacional;Media;Teoria;De entrenamiento;De datos;Datos para evaluar el modelo final;De validación;C
540;¿Qué es el horizonte de predicción?;Aprenentatge Computacional;Media;Teoria;Número de pasos hacia adelante a predecir;Retardo;Ventana;Período de entrenamiento;A
541;¿Qué es el sesgo (bias) en ML?;Aprenentatge Computacional;Media;Teoria;La varianza;Error por simplificar demasiado el modelo;El overfitting;La pérdida;B
542;¿Qué es una época en entrenamiento?;Aprenentatge Computacional;Media;Teoria;Un paso;Un batch;Una pasada completa por todos los datos de entrenamiento;Una iteración;C
543;¿Qué es el feature engineering?;Aprenentatge Computacional;Media;Teoria;Crear o transformar variables para mejorar el modelo;La predicción;La evaluación;El entrenamiento;A
544;¿Qué es la tasa de aprendizaje?;Aprenentatge Computacional;Media;Teoria;Hiperparámetro que controla el tamaño del paso en gradiente;La pérdida;El batch;La época;A
545;¿Qué es la normalización de features?;Aprenentatge Computacional;Media;Teoria;Duplicar;Escalar features a un rango común;Eliminar;Estandarización;B
546;¿Qué es el learning rate schedule?;Aprenentatge Computacional;Media;Teoria;Variar la tasa de aprendizaje durante el entrenamiento;Constante;El batch;La época;A
547;¿Qué es la función de pérdida?;Aprenentatge Computacional;Media;Teoria;Mide el error del modelo;Regularización;Activación;Ganancia;A
548;¿Qué es el batch en deep learning?;Aprenentatge Computacional;Media;Teoria;Neurona;Capa;Época;Subconjunto de datos por actualización;D
549;¿Qué es el batch en deep learning?;Aprenentatge Computacional;Media;Teoria;Época;Subconjunto de datos por actualización;Capa;Neurona;B
550;¿Qué es la regularización? (variante);Aprenentatge Computacional;Media;Teoria;Normalización;Validación;Penalizar complejidad para evitar overfitting;Estandarización;C
551;¿Cómo se define un modelo predictivo?;Aprenentatge Computacional;Dificil;Teoria;Modelo que predice salida a partir de entrada;Modelo discriminativo;Modelo descriptivo;Modelo generativo;A
552;¿Cómo se define la regularización?;Aprenentatge Computacional;Dificil;Teoria;Validación;Normalización;Penalizar complejidad para evitar overfitting;Estandarización;C
553;En un modelo de regresion con multicolinealidad severa, que problema afecta a los coeficientes estimados?;Aprenentatge Computacional;Dificil;Teoria;Inconsistencia;Alta varianza;No normalidad;Sesgo;B
554;¿Qué es el learning rate decay?;Aprenentatge Computacional;Dificil;Teoria;η constante;Reducir η durante entrenamiento;Aumentar η;Adaptive;B
555;¿Qué es el learning rate decay? (variante);Aprenentatge Computacional;Dificil;Teoria;Adaptive;η constante;Reducir η durante entrenamiento;Aumentar η;C
556;¿Qué es el problema del vanishing gradient?;Aprenentatge Computacional;Dificil;Teoria;Overfitting;Underfitting;Exploding gradient;Gradientes muy pequeños en capas profundas;D
557;¿Qué es el early stopping?;Aprenentatge Computacional;Dificil;Teoria;Parar entrenamiento cuando valida empeora;Regularización;Dropout;Batch norm;A
558;¿Qué es el early stopping?;Aprenentatge Computacional;Dificil;Teoria;Dropout;Batch norm;Regularización;Parar entrenamiento cuando valida empeora;D
559;¿Qué es el early stopping?;Aprenentatge Computacional;Dificil;Teoria;Regularización;Dropout;Parar entrenamiento cuando valida empeora;Batch norm;C
560;¿Qué es el early stopping?;Aprenentatge Computacional;Dificil;Teoria;Parar entrenamiento cuando valida empeora;Regularización;Batch norm;Dropout;A
561;¿Qué es el problema del vanishing gradient?;Aprenentatge Computacional;Dificil;Teoria;Gradientes muy pequeños en capas profundas;Underfitting;Exploding gradient;Overfitting;A
562;¿Qué es el early stopping?;Aprenentatge Computacional;Dificil;Teoria;Batch norm;Parar entrenamiento cuando valida empeora;Regularización;Dropout;B
563;¿Qué es el early stopping? (variante);Aprenentatge Computacional;Dificil;Teoria;Regularización;Batch norm;Dropout;Parar entrenamiento cuando valida empeora;D
564;Learning rate típico en gradiente descendente?;Aprenentatge Computacional;Facil;Calculo;1;0.01;10;0;B
565;¿Cuál es el perímetro de un cuadrado de lado 4?;Aprenentatge Computacional;Facil;Calculo;4;8;12;16;D
566;Ancho banda 10 GB/s transferir 50 GB ¿tiempo mínimo?;Aprenentatge Computacional;Facil;Calculo;5;0.2;500;5 s;A
567;¿Cuántos parámetros en modelo normal?;Aprenentatge Computacional;Facil;Calculo;1;0;2;3;C
568;¿Cuántas neuronas en capa de entrada con 5 features?;Aprenentatge Computacional;Facil;Calculo;10;5;1;0;B
569;Accuracy con 90 aciertos de 100?;Aprenentatge Computacional;Facil;Calculo;0.9;10;0.1;90;A
570;Learning rate típico en gradiente descendente?;Aprenentatge Computacional;Facil;Calculo;0;0.01;1;10;B
571;¿Cuántas épocas mínimo para ver todos los datos?;Aprenentatge Computacional;Facil;Calculo;0;1;100;10;B
572;Accuracy con 90 aciertos de 100?;Aprenentatge Computacional;Facil;Calculo;0.9;90;10;0.1;A
573;¿Cuántas épocas mínimo para ver todos los datos?;Aprenentatge Computacional;Facil;Calculo;100;1;0;10;B
574;Softmax de [0,0]?;Aprenentatge Computacional;Facil;Calculo;[1, 1];[0, 0];[0, 0.5];[0.5, 0.5];D
575;Accuracy con 90 aciertos de 100?;Aprenentatge Computacional;Facil;Calculo;90;10;0.9;0.1;C
576;Learning rate típico en gradiente descendente?;Aprenentatge Computacional;Facil;Calculo;0.01;0;10;1;A
577;¿Cuántos parámetros en regresión lineal con 5 features?;Aprenentatge Computacional;Media;Calculo;1;10;5;6;D
578;¿Cuántos parámetros en regresión lineal con 5 features?;Aprenentatge Computacional;Media;Calculo;10;6;1;5;B
579;¿Cuántos parámetros en regresión lineal con 5 features?;Aprenentatge Computacional;Media;Calculo;5;1;6;10;C
580;Gas fee 0.01 ETH ETH=2000€ ¿coste?;Aprenentatge Computacional;Media;Calculo;20€;20;200;0.01;A
581;Batch 32 secuencias 64 tokens ¿tokens por batch?;Aprenentatge Computacional;Media;Calculo;Ninguna de las anteriores;96;2048;32;C
582;¿Qué es un hiperparámetro?;Aprenentatge Computacional;Media;Calculo;Sesgo;Parámetro que se fija antes del entrenamiento;Del modelo;Pesos;B
583;¿Qué es el overfitting?;Aprenentatge Computacional;Media;Calculo;Regularización;Underfitting;Modelo memoriza datos de entrenamiento;Validación;C
584;¿Qué es la función de pérdida?;Aprenentatge Computacional;Media;Calculo;Activación;Regularización;Mide el error del modelo;Ganancia;C
585;Error cuadrático medio para predicciones [1,2,3] y reales [1,2,3]?;Aprenentatge Computacional;Media;Calculo;1;3;2;0;D
586;Cross-entropy para p=[1,0] y q=[1,0]?;Aprenentatge Computacional;Media;Calculo;∞;0.5;1;0;D
587;¿Cuántos pesos en capa 100→50?;Aprenentatge Computacional;Media;Calculo;150;5000;5050;50;C
588;Error cuadrático medio para predicciones [1,2,3] y reales [1,2,3]?;Aprenentatge Computacional;Media;Calculo;3;2;0;1;C
589;Error cuadrático medio para predicciones [1,2,3] y reales [1,2,3]?;Aprenentatge Computacional;Dificil;Calculo;0;3;1;2;A
590;Error cuadrático medio para predicciones [1,2,3] y reales [1,2,3]?;Aprenentatge Computacional;Dificil;Calculo;0;2;3;1;A
591;Error cuadrático medio para predicciones [1,2,3] y reales [1,2,3]?;Aprenentatge Computacional;Dificil;Calculo;1;3;0;2;C
592;¿Cuántas iteraciones de bisección se necesitan para error menor que 0.01 en [0,1]?;Aprenentatge Computacional;Dificil;Calculo;7;100;5;10;A
593;¿Cuál es el perímetro de un círculo de radio 5?;Aprenentatge Computacional;Dificil;Calculo;10π;5π;2π;25π;A
594;Para 12 observaciones mensuales ¿retardo estacional típico?;Aprenentatge Computacional;Dificil;Calculo;4;12;3;6;B
595;¿Cuántas matrices en el pipeline clásico (modelo vista proyección)?;Aprenentatge Computacional;Dificil;Calculo;4;3;1;2;B
596;¿Cuántas iteraciones en una época con 1000 datos y batch=100?;Aprenentatge Computacional;Dificil;Calculo;100;1;10;1000;C
597;Batch norm sobre batch 16 ¿normalizar por?;Aprenentatge Computacional;Dificil;Calculo;Canal;Spatial;Ninguna de las anteriores;16;D
598;En un modelo de regresion con multicolinealidad severa, que problema afecta a los coeficientes estimados? (concepto);Aprenentatge Computacional;Dificil;Calculo;No normalidad;Sesgo;Alta varianza;Inconsistencia;C
599;Combinaciones de 5 tomados de 2?;Aprenentatge Computacional;Dificil;Calculo;20;10;25;5;B
600;Suma 1+2+...+10?;Aprenentatge Computacional;Dificil;Calculo;50;45;55;100;C
601;¿Qué es una colección en MongoDB?;Bases de Dades No Relacionals;Facil;Teoria;Un índice;Una base de datos;Una tabla;Conjunto de documentos;D
602;¿Qué es un documento en MongoDB?;Bases de Dades No Relacionals;Facil;Teoria;Estructura JSON/BSON que representa un registro;Una fila;Una columna;Una tabla;A
603;¿Qué ventaja tiene NoSQL para datos no estructurados?;Bases de Dades No Relacionals;Facil;Teoria;JOINs eficientes;Normalización;Esquema flexible;ACID estricto;C
604;¿Qué es un índice en MongoDB?;Bases de Dades No Relacionals;Facil;Teoria;Una clave;Estructura que acelera búsquedas por campos;Un documento;Una colección;B
605;¿Qué es la subasta de segundo precio?;Bases de Dades No Relacionals;Facil;Teoria;Holandés;Ganador paga la segunda oferta más alta;Primer precio;Inglés;B
606;¿Qué es la agregación en MongoDB?;Bases de Dades No Relacionals;Facil;Teoria;Una vista;Un índice;Una consulta simple;Pipeline de etapas para procesar documentos;D
607;¿Qué es consistencia eventual?;Bases de Dades No Relacionals;Facil;Teoria;Replicación síncrona;Transacciones distribuidas;ACID;Sistema converge a consistencia sin garantías inmediatas;D
608;¿Qué es el modelo documento?;Bases de Dades No Relacionals;Facil;Teoria;Nodos y aristas;Almacena datos en documentos (ej. JSON);Tablas y filas;Clave-valor;B
609;¿Qué es el operador $group en MongoDB?;Bases de Dades No Relacionals;Facil;Teoria;Para ordenar;Para filtrar;Para unir;Agrupa documentos por un campo;D
610;¿Qué es el principio de Le Chatelier?;Bases de Dades No Relacionals;Facil;Teoria;El sistema contrarresta perturbaciones;Hess;Dalton;Avogadro;A
611;¿Qué es MongoDB? (variante);Bases de Dades No Relacionals;Facil;Teoria;Clave-valor puro;Base relacional;Base de datos documental NoSQL;Grafo;C
612;¿Qué es el modelo BASE?;Bases de Dades No Relacionals;Facil;Teoria;SQL;CAP;Basically Available, Soft state, Eventually consistent;ACID;C
613;¿De qué concepto se trata cuando: qué ventaja tiene nosql para datos no estructurados?;Bases de Dades No Relacionals;Media;Teoria;Normalización;JOINs eficientes;ACID estricto;Esquema flexible;D
614;¿Qué es el operador $match en MongoDB?;Bases de Dades No Relacionals;Media;Teoria;Para insertar;Para eliminar;Para actualizar;Filtra documentos en el pipeline de agregación;D
615;¿Qué es el operador $project en MongoDB?;Bases de Dades No Relacionals;Media;Teoria;Agrupación;Proyección de campos;Filtrado;Ordenación;B
616;¿Cómo se define el operador $group?;Bases de Dades No Relacionals;Media;Teoria;Agrupa documentos por campo;Limit;Join;Proyección;A
617;¿Cómo se define consistencia eventual?;Bases de Dades No Relacionals;Media;Teoria;Sistema converge a consistencia sin garantías inmediatas;Replicación síncrona;ACID;Transacciones distribuidas;A
618;¿Cómo se define cassandra?;Bases de Dades No Relacionals;Media;Teoria;Relacional;Grafo;Base de datos NoSQL columnar distribuida;Documental;C
619;¿Cómo se define el operador $group?;Bases de Dades No Relacionals;Media;Teoria;Proyección;Agrupa documentos por campo;Limit;Join;B
620;¿Cómo se define consistencia eventual?;Bases de Dades No Relacionals;Media;Teoria;ACID;Transacciones distribuidas;Sistema converge a consistencia sin garantías inmediatas;Replicación síncrona;C
621;¿Cómo se define cassandra?;Bases de Dades No Relacionals;Media;Teoria;Grafo;Documental;Relacional;Base de datos NoSQL columnar distribuida;D
622;¿Cómo se define el operador $group?;Bases de Dades No Relacionals;Media;Teoria;Agrupa documentos por campo;Limit;Proyección;Join;A
623;¿Qué es el operador $project en MongoDB?;Bases de Dades No Relacionals;Media;Teoria;Ordenación;Filtrado;Proyección de campos;Agrupación;C
624;¿Qué es la consistencia causal?;Bases de Dades No Relacionals;Media;Teoria;Linealizable;Eventual;Lecturas respetan orden causal;Secuencial;C
625;¿De qué concepto se trata cuando: qué ventaja tiene nosql para datos no estructurados?;Bases de Dades No Relacionals;Dificil;Teoria;Normalización;ACID estricto;JOINs eficientes;Esquema flexible;D
626;¿Cómo se define el operador $project en MongoDB?;Bases de Dades No Relacionals;Dificil;Teoria;Ordenación;Agrupación;Filtrado;Proyección de campos;D
627;¿Cómo se define el operador $project en MongoDB?;Bases de Dades No Relacionals;Dificil;Teoria;Filtrado;Proyección de campos;Ordenación;Agrupación;B
628;¿Cómo se define el operador $project en MongoDB?;Bases de Dades No Relacionals;Dificil;Teoria;Ordenación;Filtrado;Proyección de campos;Agrupación;C
629;¿Qué es el teorema CAP en bases distribuidas?;Bases de Dades No Relacionals;Dificil;Teoria;BASE;Consistencia;Solo 2 de 3: C, A, P;ACID;C
630;¿Qué es el particionamiento (sharding)?;Bases de Dades No Relacionals;Dificil;Teoria;Replicación;Índices;Dividir datos en fragmentos;Transacciones;C
631;¿Qué es el teorema CAP en bases distribuidas? (variante);Bases de Dades No Relacionals;Dificil;Teoria;ACID;Consistencia;BASE;Solo 2 de 3: C, A, P;D
632;¿Qué es el teorema CAP en bases distribuidas? (variante);Bases de Dades No Relacionals;Dificil;Teoria;Solo 2 de 3: C, A, P;BASE;ACID;Consistencia;A
633;¿Qué es el teorema CAP en bases distribuidas?;Bases de Dades No Relacionals;Dificil;Teoria;ACID;Solo 2 de 3: C, A, P;Consistencia;BASE;B
634;¿Qué es el teorema CAP en bases distribuidas?;Bases de Dades No Relacionals;Dificil;Teoria;Consistencia;BASE;Solo 2 de 3: C, A, P;ACID;C
635;¿Qué es el teorema CAP en bases distribuidas?;Bases de Dades No Relacionals;Dificil;Teoria;Solo 2 de 3: C, A, P;Consistencia;ACID;BASE;A
636;¿Qué es el teorema CAP en bases distribuidas?;Bases de Dades No Relacionals;Dificil;Teoria;Consistencia;Solo 2 de 3: C, A, P;BASE;ACID;B
637;¿Cuántos tipos principales de NoSQL hay?;Bases de Dades No Relacionals;Facil;Calculo;2;4;3;1;B
638;1 BTC 40000€ 0.5 BTC ¿valor?;Bases de Dades No Relacionals;Facil;Calculo;20000;80000;40000;20000€;D
639;¿Cuál es el número 7 en binario?;Bases de Dades No Relacionals;Facil;Calculo;100;101;110;111;D
640;Si rf=2% E(R)=8% vol=12% ¿Sharpe?;Bases de Dades No Relacionals;Facil;Calculo;0.5;1;Ninguna de las anteriores;0.67;A
641;¿Cuál es el percentil 25 (Q1)?;Bases de Dades No Relacionals;Facil;Calculo;La mediana;Q3;El percentil 25;El mínimo;C
642;VaR 95% = 100000 ¿interpretación?;Bases de Dades No Relacionals;Facil;Calculo;5% confianza;Pérdida media;95% confianza pérdida no supera 100000;Pérdida máxima 100000;C
643;¿Cuál es el percentil 50?;Bases de Dades No Relacionals;Facil;Calculo;La media;La moda;La mediana;El Q0;C
644;2^9 = ?;Bases de Dades No Relacionals;Facil;Calculo;128;512;1024;256;B
645;¿Cuántas claves en mapa con 5 entradas?;Bases de Dades No Relacionals;Facil;Calculo;0;10;5;1;C
646;¿Cuántas réplicas para 2 copias?;Bases de Dades No Relacionals;Facil;Calculo;0;2;3;1;B
647;Log2(64) = ?;Bases de Dades No Relacionals;Facil;Calculo;6;8;7;5;A
648;2^9 = ? (variante);Bases de Dades No Relacionals;Facil;Calculo;128;1024;512;256;C
649;Log2(64) = ? (variante);Bases de Dades No Relacionals;Facil;Calculo;8;5;7;6;D
650;¿Qué operador compara igualdad en consultas MongoDB?;Bases de Dades No Relacionals;Media;Calculo;$eq;==;igual;=;A
651;¿Cuántos folds en validación cruzada 5-fold?;Bases de Dades No Relacionals;Media;Calculo;5;1;10;20;A
652;¿Cuántos elementos tiene un array de índices 0 a 4?;Bases de Dades No Relacionals;Media;Calculo;5;4;0;6;A
653;¿Qué operador compara mayor que en MongoDB?;Bases de Dades No Relacionals;Media;Calculo;$gt;mayor;>;>=;A
654;¿Cuántos documentos en colección con 100 inserts?;Bases de Dades No Relacionals;Media;Calculo;1;50;100;0;C
655;¿Cuántos shards para 1000 documentos y 10 shards?;Bases de Dades No Relacionals;Media;Calculo;1000;100;1;10;D
656;Tamaño documento JSON con 3 campos de 10 bytes?;Bases de Dades No Relacionals;Media;Calculo;≥30;30;10;3;A
657;¿Cuántas claves en mapa con 5 entradas? (variante);Bases de Dades No Relacionals;Media;Calculo;10;5;1;0;B
658;¿Cuántas réplicas para 2 copias? (variante);Bases de Dades No Relacionals;Media;Calculo;0;1;2;3;C
